STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
REJECTED,Data Set #3-39 report - Frank Stimson.csv,11,all good,Data Set #3-39 report - Frank Stimson.csv-Q11,"What is the Federal income tax rate for 2018 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-39 report - Frank Stimson.csv,12,all good,Data Set #3-39 report - Frank Stimson.csv-Q12,"What is the Federal income tax rate for 2018 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-39 report - Frank Stimson.csv,15,all good,Data Set #3-39 report - Frank Stimson.csv-Q15,Which employee will have the lowest federal income tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-39 report - Frank Stimson.csv,5,all good,Data Set #3-39 report - Frank Stimson.csv-Q5,"What is the Federal income tax rate for 2018 from the federal W-4 form for married filing jointly with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-57 report - Frank Stimson.csv,10,zz,Data Set #3-57 report - Frank Stimson.csv-Q10,"What is the Medicare  tax rate for 2018 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-57 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-57 report - Frank Stimson.csv,11,zz,Data Set #3-57 report - Frank Stimson.csv-Q11,"What is the Medicare  tax rate for 2018 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-57 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-57 report - Frank Stimson.csv,9,zz,Data Set #3-57 report - Frank Stimson.csv-Q9,"What is the Medicare  tax rate for 2018 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-57 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,1,zz,Data Set #4-19 report - Frank Stimson.csv-Q1,"What is the Medicare  tax rate for 2020 from the federal W-4 form for a head of household with income under $60,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,10,zz,Data Set #4-19 report - Frank Stimson.csv-Q10,"What is the Medicare  tax rate for 2020 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,11,zz,Data Set #4-19 report - Frank Stimson.csv-Q11,"What is the Medicare  tax rate for 2020 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,12,zz,Data Set #4-19 report - Frank Stimson.csv-Q12,"What is the Medicare  tax rate for 2020 from the federal W-4 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,13,zz,Data Set #4-19 report - Frank Stimson.csv-Q13,Which employee will have the highest Medicare  tax rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,14,zz,Data Set #4-19 report - Frank Stimson.csv-Q14,Which employee will have the lowest Medicare  tax rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,2,zz,Data Set #4-19 report - Frank Stimson.csv-Q2,"What is the Medicare  tax rate for 2020 from the federal W-4 form for a head of household with income over $60,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,4,zz,Data Set #4-19 report - Frank Stimson.csv-Q4,"What is the Medicare  tax rate for 2020 from the federal W-4 form for married filing jointly with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,5,zz,Data Set #4-19 report - Frank Stimson.csv-Q5,"What is the Medicare  tax rate for 2020 from the federal W-4 form for married filing jointly with income over $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,7,zz,Data Set #4-19 report - Frank Stimson.csv-Q7,"What is the Medicare  tax rate for 2020 from the federal W-4 form for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,8,zz,Data Set #4-19 report - Frank Stimson.csv-Q8,"What is the Medicare  tax rate for 2020 from the federal W-4 form for married filing separately with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #4-19 report - Frank Stimson.csv,9,zz,Data Set #4-19 report - Frank Stimson.csv-Q9,"What is the Medicare  tax rate for 2020 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-19 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #5-39 report - Frank Stimson.csv,10,all good,Data Set #5-39 report - Frank Stimson.csv -Q10,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #5-39 report - Frank Stimson.csv,13,all good,Data Set #5-39 report - Frank Stimson.csv -Q13,"What is the Federal income tax rate for 2020 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #5-39 report - Frank Stimson.csv,14,all good,Data Set #5-39 report - Frank Stimson.csv -Q14,Which employee will have the highest federal income tax rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #5-39 report - Frank Stimson.csv,15,all good,Data Set #5-39 report - Frank Stimson.csv -Q15,Which employee will have the lowest federal income tax rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #5-39 report - Frank Stimson.csv,9,all good,Data Set #5-39 report - Frank Stimson.csv -Q9,"What is the Federal income tax rate for 2020 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-24 report - Frank Stimson.csv,15,all good,Data Set #3-24 report - Frank Stimson.csv -Q15,Which employee has the lowest contribution percentage for their 401k in 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-24 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #3-43 report - Frank Stimson.csv,6,zz,Data Set #3-43 report - Frank Stimson.csv-Q6,How many employees will reach the max dollars for their 401k in the next 5-10 weeks in 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-43 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #3-43 report - Frank Stimson.csv,7,zz,Data Set #3-43 report - Frank Stimson.csv-Q7,Which employee has the highest contribution percentage for their 401k in 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-43 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #3-5 report - Frank Stimson.csv,1,all good,Data Set #3-5 report - Frank Stimson.csv -Q1,Has any employee reached the max amount one can contribute for the year 2017 in their 401k?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-5 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #5-43 report - Frank Stimson.csv,15,all good,Data Set #5-43 report - Frank Stimson.csv -Q15,Which employee has the lowest contribution percentage for their 401k in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-43 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #5-43 report - Frank Stimson.csv,5,all good,Data Set #5-43 report - Frank Stimson.csv -Q5,How many employees over the age of 60 do not have a 401k in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-43 report .html,Data Set #4-05 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,1,all good,Data Set #2-24 report - Frank Stimson.csv-Q1,How many employees had carryover personal days in 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #4-14 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,9,all good,Data Set #2-24 report - Frank Stimson.csv-Q9,How many employees have taken more than the allocated number of personal days in 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #4-14 report - Frank Stimson.csv
REJECTED,Data Set #3-54 report - Frank Stimson.csv,3,zz,Data Set #3-54 report - Frank Stimson.csv-Q3,What was the average deduction in dollars for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-54 report .html,Data Set #4-16 report - Frank Stimson.csv
REJECTED,Data Set #5-55 report - Frank Stimson.csv,13,zz,Data Set #5-55 report - Frank Stimson.csv-Q13,"How many ""Type of Pay"" are coded ""S-50% = Salary reduce by 1/2"" for  week 16 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-55 report .html,Data Set #4-17 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,11,all good,Data Set #3-21 report - Frank Stimson.csv -Q11,"What is the NY State income tax rate for 2017 from the IT-2104 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,12,all good,Data Set #3-21 report - Frank Stimson.csv -Q12,"What is the NY State income tax rate for 2017 from the IT-2104 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,13,all good,Data Set #3-21 report - Frank Stimson.csv -Q13,"What is the NY State income tax rate for 2017 from the IT-2104 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,8,all good,Data Set #3-21 report - Frank Stimson.csv -Q8,"What is the NY State income tax rate for 2017 from the IT-2104 form for married filing separately with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,9,all good,Data Set #3-21 report - Frank Stimson.csv -Q9,"What is the NY State income tax rate for 2017 from the IT-2104 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-40 report - Frank Stimson.csv,10,zz,Data Set #3-40 report - Frank Stimson.csv-Q10,"What is the NY State income tax rate for 2018 from the IT-2104 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-40 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-40 report - Frank Stimson.csv,11,zz,Data Set #3-40 report - Frank Stimson.csv-Q11,"What is the NY State income tax rate for 2018 from the IT-2104 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-40 report .html,Data Set #5-40 report - Frank Stimson.csv
REJECTED,Data Set #3-40 report - Frank Stimson.csv,12,zz,Data Set #3-40 report - Frank Stimson.csv-Q12,"What is the NY State income tax rate for 2018 from the IT-2104 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-40 report .html,Data Set #5-40 report - Frank Stimson.csv
