status_current,tracker_file_name_current,question_number,issues,id,question_current
APPROVED,DS-17-48 - Frank Stimson.csv,5,all good,DS-17-48 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,6,all good,DS-17-48 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,7,all good,DS-17-48 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,8,all good,DS-17-48 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,9,all good,DS-17-48 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 48th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,1,all good,DS-17-49 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,10,all good,DS-17-49 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,11,all good,DS-17-49 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,12,all good,DS-17-49 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,13,all good,DS-17-49 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,14,all good,DS-17-49 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,15,all good,DS-17-49 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,2,all good,DS-17-49 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  49th week  of  2017 ?
APPROVED,DS-17-49 - Frank Stimson.csv,3,all good,DS-17-49 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,4,all good,DS-17-49 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,5,all good,DS-17-49 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,6,all good,DS-17-49 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,7,all good,DS-17-49 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,8,all good,DS-17-49 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 49th week  of 2017
APPROVED,DS-17-49 - Frank Stimson.csv,9,all good,DS-17-49 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 49th week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,1,all good,DS-17-5 - Frank Stimson.csv-Q1,How many personal days did the employee take in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,10,all good,DS-17-5 - Frank Stimson.csv-Q10,How much did the employee pay in New York City taxes in the  fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,11,all good,DS-17-5 - Frank Stimson.csv-Q11,How much did the employee pay in New York State taxes in the  fifth week  of  2017 ?
APPROVED,DS-17-5 - Frank Stimson.csv,12,all good,DS-17-5 - Frank Stimson.csv-Q12,How much did the employee pay in total for Social Security and Medicaid taxes in the  fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,13,all good,DS-17-5 - Frank Stimson.csv-Q13,What was the total amount paid in taxes by employees in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,14,all good,DS-17-5 - Frank Stimson.csv-Q14,What were the total gross wages of employees in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,15,all good,DS-17-5 - Frank Stimson.csv-Q15,What were the total net wages of employees in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,2,all good,DS-17-5 - Frank Stimson.csv-Q2,How many vacation days did the employee take in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,3,all good,DS-17-5 - Frank Stimson.csv-Q3,How much did employees contribute to their 401k in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,4,all good,DS-17-5 - Frank Stimson.csv-Q4,How much did employees contribute to their FSA in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,5,all good,DS-17-5 - Frank Stimson.csv-Q5,How much did employees contribute to their HSA in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,6,all good,DS-17-5 - Frank Stimson.csv-Q6,How much did employees pay for dental coverage in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,7,all good,DS-17-5 - Frank Stimson.csv-Q7,How much did employees pay for medical coverage in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,8,all good,DS-17-5 - Frank Stimson.csv-Q8,How much did employees pay for vision coverage in the fifth week  of 2017
APPROVED,DS-17-5 - Frank Stimson.csv,9,all good,DS-17-5 - Frank Stimson.csv-Q9,How much did the employee pay in federal taxes in the  fifth week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,1,all good,DS-17-50 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,10,all good,DS-17-50 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,11,all good,DS-17-50 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,12,all good,DS-17-50 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,13,all good,DS-17-50 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,14,all good,DS-17-50 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,15,all good,DS-17-50 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,2,all good,DS-17-50 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  50th week  of  2017 ?
APPROVED,DS-17-50 - Frank Stimson.csv,3,all good,DS-17-50 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,4,all good,DS-17-50 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,5,all good,DS-17-50 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,6,all good,DS-17-50 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,7,all good,DS-17-50 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,8,all good,DS-17-50 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 50th week  of 2017
APPROVED,DS-17-50 - Frank Stimson.csv,9,all good,DS-17-50 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 50th week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,1,all good,DS-17-51 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,10,all good,DS-17-51 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,11,all good,DS-17-51 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,12,all good,DS-17-51 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,13,all good,DS-17-51 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,14,all good,DS-17-51 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,15,all good,DS-17-51 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,2,all good,DS-17-51 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  51st week  of  2017 ?
APPROVED,DS-17-51 - Frank Stimson.csv,3,all good,DS-17-51 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,4,all good,DS-17-51 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,5,all good,DS-17-51 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,6,all good,DS-17-51 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,7,all good,DS-17-51 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,8,all good,DS-17-51 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 51st week  of 2017
APPROVED,DS-17-51 - Frank Stimson.csv,9,all good,DS-17-51 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 51st week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,1,all good,DS-17-52 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,10,all good,DS-17-52 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,11,all good,DS-17-52 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,12,all good,DS-17-52 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,13,all good,DS-17-52 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,14,all good,DS-17-52 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,15,all good,DS-17-52 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,2,all good,DS-17-52 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  52nd week  of  2017 ?
APPROVED,DS-17-52 - Frank Stimson.csv,3,all good,DS-17-52 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,4,all good,DS-17-52 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,5,all good,DS-17-52 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,6,all good,DS-17-52 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,7,all good,DS-17-52 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,8,all good,DS-17-52 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 52nd week  of 2017
APPROVED,DS-17-52 - Frank Stimson.csv,9,all good,DS-17-52 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 52nd week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,1,all good,DS-17-6 - Frank Stimson.csv-Q1,How many personal days did the employee take in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,10,all good,DS-17-6 - Frank Stimson.csv-Q10,How much did the employee pay in New York City taxes in the  sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,11,all good,DS-17-6 - Frank Stimson.csv-Q11,How much did the employee pay in New York State taxes in the  sixth week  of  2017 ?
APPROVED,DS-17-6 - Frank Stimson.csv,12,all good,DS-17-6 - Frank Stimson.csv-Q12,How much did the employee pay in total for Social Security and Medicaid taxes in the  sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,13,all good,DS-17-6 - Frank Stimson.csv-Q13,What was the total amount paid in taxes by employees in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,14,all good,DS-17-6 - Frank Stimson.csv-Q14,What were the total gross wages of employees in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,15,all good,DS-17-6 - Frank Stimson.csv-Q15,What were the total net wages of employees in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,2,all good,DS-17-6 - Frank Stimson.csv-Q2,How many vacation days did the employee take in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,3,all good,DS-17-6 - Frank Stimson.csv-Q3,How much did employees contribute to their 401k in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,4,all good,DS-17-6 - Frank Stimson.csv-Q4,How much did employees contribute to their FSA in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,5,all good,DS-17-6 - Frank Stimson.csv-Q5,How much did employees contribute to their HSA in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,6,all good,DS-17-6 - Frank Stimson.csv-Q6,How much did employees pay for dental coverage in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,7,all good,DS-17-6 - Frank Stimson.csv-Q7,How much did employees pay for medical coverage in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,8,all good,DS-17-6 - Frank Stimson.csv-Q8,How much did employees pay for vision coverage in the sixth week  of 2017
APPROVED,DS-17-6 - Frank Stimson.csv,9,all good,DS-17-6 - Frank Stimson.csv-Q9,How much did the employee pay in federal taxes in the  sixth week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,1,all good,DS-17-7 - Frank Stimson.csv-Q1,How many personal days did the employee take in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,10,all good,DS-17-7 - Frank Stimson.csv-Q10,How much did the employee pay in New York City taxes in the  7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,11,all good,DS-17-7 - Frank Stimson.csv-Q11,How much did the employee pay in New York State taxes in the  7th week  of  2017 ?
APPROVED,DS-17-7 - Frank Stimson.csv,12,all good,DS-17-7 - Frank Stimson.csv-Q12,How much did the employee pay in total for Social Security and Medicaid taxes in the  7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,13,all good,DS-17-7 - Frank Stimson.csv-Q13,What was the total amount paid in taxes by employees in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,14,all good,DS-17-7 - Frank Stimson.csv-Q14,What were the total gross wages of employees in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,15,all good,DS-17-7 - Frank Stimson.csv-Q15,What were the total net wages of employees in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,2,all good,DS-17-7 - Frank Stimson.csv-Q2,How many vacation days did the employee take in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,3,all good,DS-17-7 - Frank Stimson.csv-Q3,How much did employees contribute to their 401k in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,4,all good,DS-17-7 - Frank Stimson.csv-Q4,How much did employees contribute to their FSA in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,5,all good,DS-17-7 - Frank Stimson.csv-Q5,How much did employees contribute to their HSA in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,6,all good,DS-17-7 - Frank Stimson.csv-Q6,How much did employees pay for dental coverage in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,7,all good,DS-17-7 - Frank Stimson.csv-Q7,How much did employees pay for medical coverage in the 7th week  of 2017
APPROVED,DS-17-7 - Frank Stimson.csv,8,all good,DS-17-7 - Frank Stimson.csv-Q8,How much did employees pay for vision coverage in the 7th week  of 2017
